Payment_ID,Order_ID,Payment_Method,Amount,Payment_Date,Payment_Status
2288,2288,Net Banking,1586.77,2024-11-07,Refunded
2289,2289,UPI,2771.48,2023-08-22,Paid
2290,2290,UPI,7679.91,2023-11-25,Paid
2291,2291,Debit Card,3661.8,2023-06-23,Refunded
2292,2292,UPI,11893.12,2025-03-14,Paid
2293,2293,Net Banking,11546.19,2023-07-27,Paid
2294,2294,Net Banking,5184.1,2024-06-23,Refunded
2295,2295,Net Banking,1174.98,2023-07-31,Refunded
2296,2296,Net Banking,6749.55,2023-11-27,Paid
2297,2297,Net Banking,11457.43,2025-03-06,Refunded
2298,2298,Debit Card,5442.62,2025-03-13,Paid
2299,2299,COD,2251.14,2024-03-11,Paid
2300,2300,UPI,9790.73,2024-10-12,Refunded
2301,2301,UPI,3876.53,2023-11-19,Paid
2302,2302,UPI,13132.56,2025-05-13,Paid
2303,2303,UPI,9305.2,2024-05-04,Refunded
2304,2304,Debit Card,10227.47,2023-09-02,Refunded
2305,2305,Debit Card,11690.39,2024-12-12,Refunded
2306,2306,UPI,9741.11,2025-01-05,Refunded
2307,2307,Net Banking,13021.61,2024-08-07,Refunded
2308,2308,Debit Card,7006.44,2024-03-28,Paid
2309,2309,Debit Card,3416.86,2025-03-25,Refunded
2310,2310,Debit Card,2925.57,2024-05-01,Paid
2311,2311,Debit Card,1321.49,2024-01-22,Refunded
2312,2312,UPI,2851.26,2024-06-14,Refunded
2313,2313,UPI,4905.99,2025-02-24,Paid
2314,2314,UPI,11201.69,2024-09-02,Refunded
2315,2315,UPI,1881.45,2025-02-04,Paid
2316,2316,Debit Card,7385.58,2025-01-26,Paid
2317,2317,UPI,1658.35,2024-08-26,Paid
2318,2318,UPI,3919.53,2023-11-28,Paid
2319,2319,Net Banking,13882.2,2023-12-12,Paid
2320,2320,Net Banking,3890.29,2023-07-10,Refunded
2321,2321,COD,10068.34,2025-06-14,Paid
2322,2322,Debit Card,10876.15,2023-12-09,Paid
2323,2323,Debit Card,12600.94,2024-12-24,Paid
2324,2324,COD,10569.46,2024-08-16,Paid
2325,2325,UPI,6700.55,2023-10-06,Paid
2326,2326,UPI,14752.41,2024-02-01,Paid
2327,2327,Net Banking,14983.21,2024-11-15,Paid
2328,2328,Debit Card,5679.74,2025-04-10,Paid
2329,2329,COD,9735.33,2024-04-30,Refunded
2330,2330,UPI,5678.32,2023-06-19,Paid
2331,2331,COD,4743.38,2024-08-14,Paid
2332,2332,UPI,3534.4,2024-02-07,Paid
2333,2333,UPI,9960.42,2024-11-13,Refunded
2334,2334,Debit Card,11828.67,2024-01-26,Refunded
2335,2335,UPI,5640.52,2025-05-05,Refunded
2336,2336,COD,10624.37,2023-11-06,Refunded
2337,2337,Debit Card,11449.82,2023-10-31,Refunded
2338,2338,Net Banking,9917.84,2025-06-11,Paid
2339,2339,Debit Card,6109.03,2023-10-19,Refunded
2340,2340,UPI,8082.35,2023-06-24,Refunded
2341,2341,Debit Card,3517.64,2023-08-30,Paid
2342,2342,COD,14938.81,2024-03-25,Paid
2343,2343,Net Banking,14704.39,2023-07-24,Paid
2344,2344,UPI,663.94,2025-06-01,Paid
2345,2345,Debit Card,4216.71,2023-07-24,Paid
2346,2346,Debit Card,10758.02,2024-03-01,Paid
2347,2347,Debit Card,8739.07,2024-06-14,Refunded
2348,2348,Debit Card,8010.22,2023-06-21,Refunded
2349,2349,Net Banking,1284.58,2025-05-01,Paid
2350,2350,UPI,8169.15,2023-07-21,Refunded
2351,2351,COD,1401.63,2024-11-01,Refunded
2352,2352,UPI,10248.29,2024-08-29,Paid
2353,2353,Net Banking,3976.6,2024-12-15,Paid
2354,2354,Debit Card,8428.4,2024-08-30,Refunded
2355,2355,Net Banking,5520.66,2024-06-21,Paid
2356,2356,COD,2851.48,2025-05-28,Paid
2357,2357,Net Banking,8233.29,2024-11-26,Paid
2358,2358,COD,1804.65,2023-11-22,Paid
2359,2359,Net Banking,458.63,2023-11-24,Paid
2360,2360,COD,12936.05,2024-10-19,Paid
2361,2361,Debit Card,890.87,2025-01-08,Refunded
2362,2362,Net Banking,11725.83,2025-01-18,Refunded
2363,2363,UPI,6044.09,2023-11-18,Refunded
2364,2364,UPI,2186.13,2024-02-03,Paid
2365,2365,Net Banking,4305.03,2024-07-14,Refunded
2366,2366,Debit Card,2750.96,2025-04-10,Paid
2367,2367,Net Banking,13412.52,2025-02-02,Refunded
2368,2368,UPI,1936.82,2025-01-22,Paid
2369,2369,Net Banking,9090.9,2023-12-14,Refunded
2370,2370,COD,2453.8,2025-01-29,Paid
2371,2371,Net Banking,5297.22,2025-05-30,Refunded
2372,2372,COD,7724.95,2024-10-01,Paid
2373,2373,UPI,4852.32,2024-09-02,Paid
2374,2374,Net Banking,6646.95,2024-08-05,Refunded
2375,2375,Debit Card,8809.38,2024-03-23,Paid
2376,2376,Debit Card,7587.32,2024-09-12,Paid
2377,2377,COD,13178.49,2025-04-19,Paid
2378,2378,Debit Card,7489.01,2023-07-03,Paid
2379,2379,COD,7269.33,2025-01-28,Paid
2380,2380,COD,13756.19,2024-04-24,Paid
2381,2381,UPI,310.01,2025-01-24,Paid
2382,2382,UPI,12049.76,2023-12-25,Refunded
2383,2383,Debit Card,10318.78,2023-12-29,Paid
2384,2384,COD,13729.16,2024-08-19,Paid
2385,2385,UPI,696.19,2025-02-05,Paid
2386,2386,UPI,14265.45,2023-08-25,Refunded
2387,2387,UPI,8750.71,2024-09-12,Paid
2388,2388,COD,11641.39,2025-03-31,Refunded
2389,2389,UPI,3675.0,2024-09-27,Paid
2390,2390,COD,3091.33,2023-06-25,Paid
2391,2391,Net Banking,3983.89,2024-01-16,Refunded
2392,2392,Net Banking,10314.66,2024-02-02,Refunded
2393,2393,Net Banking,13049.74,2024-03-10,Refunded
2394,2394,UPI,12234.43,2024-08-30,Paid
2395,2395,UPI,9074.19,2024-08-09,Paid
2396,2396,Net Banking,12527.95,2024-10-07,Refunded
2397,2397,Net Banking,5732.37,2024-06-23,Refunded
2398,2398,Net Banking,1367.77,2023-11-11,Refunded
2399,2399,COD,9581.25,2024-02-22,Refunded
2400,2400,Net Banking,5524.46,2024-02-18,Refunded
2401,2401,Debit Card,6344.41,2024-04-12,Refunded
2402,2402,UPI,839.83,2023-11-04,Refunded
2403,2403,COD,224.56,2025-03-17,Refunded
2404,2404,COD,979.43,2024-12-21,Paid
2405,2405,Debit Card,3461.44,2024-02-25,Refunded
2406,2406,COD,5793.29,2024-11-13,Paid
2407,2407,Debit Card,3093.33,2023-10-11,Refunded
2408,2408,UPI,8904.83,2023-09-05,Paid
2409,2409,COD,6019.87,2024-10-14,Refunded
2410,2410,COD,7130.56,2024-05-27,Refunded
2411,2411,UPI,9999.9,2024-05-02,Paid
2412,2412,UPI,14452.69,2025-03-16,Refunded
2413,2413,COD,1676.83,2025-01-09,Paid
2414,2414,Debit Card,4268.36,2023-08-16,Refunded
2415,2415,COD,3404.66,2025-04-07,Refunded
2416,2416,UPI,13827.83,2024-04-11,Paid
2417,2417,Net Banking,10389.38,2024-03-16,Refunded
2418,2418,Net Banking,11474.7,2024-01-14,Paid
2419,2419,UPI,7980.81,2023-10-07,Paid
2420,2420,Net Banking,14368.9,2023-07-31,Refunded
2421,2421,Net Banking,3624.66,2023-12-18,Paid
2422,2422,UPI,1660.54,2024-01-19,Paid
2423,2423,UPI,3183.64,2023-11-03,Paid
2424,2424,UPI,14048.62,2025-03-16,Paid
2425,2425,COD,7383.23,2024-12-24,Refunded
2426,2426,Net Banking,5716.39,2025-04-25,Paid
2427,2427,Debit Card,11955.33,2023-12-11,Paid
2428,2428,COD,9642.99,2023-07-27,Refunded
2429,2429,COD,13646.41,2025-06-11,Paid
2430,2430,UPI,3368.64,2025-01-13,Paid
2431,2431,Net Banking,11051.37,2023-09-11,Paid
2432,2432,COD,2269.29,2024-12-24,Refunded
2433,2433,Net Banking,11476.03,2025-01-02,Paid
2434,2434,COD,4252.72,2023-12-14,Refunded
2435,2435,Net Banking,4398.39,2023-10-11,Paid
2436,2436,Net Banking,9019.74,2023-12-13,Refunded
2437,2437,COD,13160.16,2024-12-08,Refunded
2438,2438,Debit Card,5358.22,2025-05-19,Refunded
2439,2439,COD,10233.58,2024-10-12,Paid
2440,2440,UPI,3852.42,2024-08-11,Refunded
2441,2441,COD,10866.4,2024-11-02,Paid
2442,2442,Debit Card,12003.48,2024-09-11,Paid
2443,2443,Net Banking,3297.57,2023-07-21,Paid
2444,2444,COD,13654.7,2024-12-07,Paid
2445,2445,Net Banking,7632.99,2024-11-01,Refunded
2446,2446,Net Banking,13475.92,2023-10-15,Refunded
2447,2447,UPI,538.02,2024-08-21,Paid
2448,2448,UPI,2269.33,2024-03-13,Refunded
2449,2449,COD,6364.89,2024-09-23,Refunded
2450,2450,UPI,1362.54,2023-07-01,Paid
2451,2451,Debit Card,3136.89,2024-12-05,Refunded
2452,2452,UPI,6180.2,2024-05-05,Paid
2453,2453,UPI,13215.63,2025-05-05,Paid
2454,2454,UPI,11098.38,2025-06-18,Refunded
2455,2455,COD,10637.36,2023-12-03,Paid
2456,2456,Debit Card,12268.18,2025-04-25,Paid
2457,2457,Debit Card,4147.42,2024-03-21,Paid
2458,2458,Debit Card,8031.14,2024-03-16,Refunded
2459,2459,Net Banking,11951.72,2025-05-31,Paid
2460,2460,UPI,13891.88,2025-05-06,Paid
2461,2461,UPI,7419.38,2023-08-22,Refunded
2462,2462,Debit Card,1691.25,2024-12-21,Paid
2463,2463,UPI,3475.42,2024-08-25,Paid
2464,2464,UPI,2615.27,2025-02-03,Refunded
2465,2465,COD,8980.81,2024-07-16,Paid
2466,2466,Net Banking,10448.78,2025-03-21,Paid
2467,2467,UPI,10064.07,2024-02-26,Refunded
2468,2468,COD,14656.85,2025-05-09,Paid
2469,2469,UPI,13836.1,2024-07-18,Refunded
2470,2470,COD,1174.71,2024-03-02,Refunded
2471,2471,UPI,14665.92,2024-12-03,Refunded
2472,2472,UPI,1832.71,2025-03-28,Refunded
2473,2473,Debit Card,9114.17,2024-06-29,Refunded
2474,2474,Debit Card,8808.25,2024-02-13,Paid
2475,2475,Net Banking,14264.52,2024-10-31,Paid
2476,2476,UPI,4839.16,2024-10-13,Refunded
2477,2477,Debit Card,5260.86,2024-11-27,Refunded
2478,2478,UPI,8272.26,2023-10-20,Refunded
2479,2479,UPI,1161.04,2024-07-01,Refunded
2480,2480,UPI,13116.83,2023-09-08,Refunded
2481,2481,UPI,7647.61,2025-05-16,Paid
2482,2482,Debit Card,10108.96,2023-11-30,Refunded
2483,2483,UPI,3465.92,2024-08-15,Refunded
2484,2484,Net Banking,5056.14,2023-12-30,Refunded
2485,2485,UPI,10057.15,2024-11-06,Paid
2486,2486,UPI,5053.37,2023-08-05,Refunded
2487,2487,Net Banking,9574.83,2025-06-13,Refunded
2488,2488,UPI,9570.7,2025-03-24,Refunded
2489,2489,COD,13613.28,2024-01-02,Refunded
2490,2490,COD,6902.8,2023-11-17,Refunded
2491,2491,COD,3393.14,2023-11-05,Refunded
2492,2492,Debit Card,2132.39,2024-10-23,Refunded
2493,2493,Net Banking,11627.4,2023-12-24,Paid
2494,2494,COD,6848.58,2024-11-09,Paid
2495,2495,UPI,14537.07,2025-04-27,Paid
2496,2496,UPI,14553.78,2024-02-15,Refunded
2497,2497,Debit Card,1802.73,2023-10-14,Refunded
2498,2498,UPI,2109.29,2024-08-14,Paid
2499,2499,Debit Card,1734.79,2024-09-21,Paid
2500,2500,Debit Card,6030.38,2024-05-20,Refunded
2501,2501,Debit Card,9468.62,2024-06-17,Refunded
2502,2502,Net Banking,11797.8,2024-06-28,Refunded
2503,2503,Debit Card,9849.86,2024-08-28,Paid
2504,2504,COD,2962.07,2025-06-14,Refunded
2505,2505,COD,3662.09,2025-05-16,Paid
2506,2506,UPI,13205.34,2024-09-09,Paid
2507,2507,Debit Card,14295.07,2024-12-23,Paid
2508,2508,UPI,13179.19,2023-06-29,Paid
2509,2509,Net Banking,14927.3,2023-12-12,Paid
2510,2510,Debit Card,13466.66,2024-07-25,Refunded
2511,2511,Net Banking,2498.99,2025-02-15,Paid
2512,2512,UPI,6789.73,2024-07-29,Paid
2513,2513,COD,14363.68,2024-05-23,Refunded
2514,2514,COD,12332.66,2025-03-27,Refunded
2515,2515,COD,4558.71,2023-06-30,Refunded
2516,2516,Debit Card,9777.95,2024-06-27,Refunded
2517,2517,UPI,9736.81,2025-01-14,Paid
2518,2518,UPI,154.59,2024-12-30,Paid
2519,2519,Net Banking,8192.54,2025-03-14,Refunded
2520,2520,UPI,8656.21,2025-01-25,Paid
2521,2521,Net Banking,13039.98,2024-05-21,Paid
2522,2522,Debit Card,10608.22,2023-07-14,Refunded
2523,2523,COD,9749.26,2024-10-13,Paid
2524,2524,Debit Card,4663.84,2023-10-29,Refunded
2525,2525,COD,14959.7,2023-07-19,Paid
2526,2526,UPI,4003.02,2024-09-16,Paid
2527,2527,Net Banking,13872.67,2024-12-24,Refunded
2528,2528,COD,1161.99,2025-06-05,Refunded
2529,2529,COD,7061.07,2023-09-05,Paid
2530,2530,COD,11000.28,2025-02-03,Paid
2531,2531,UPI,841.47,2024-01-11,Paid
2532,2532,UPI,5275.38,2024-02-15,Refunded
2533,2533,COD,5734.1,2024-08-06,Paid
2534,2534,COD,11363.13,2023-09-14,Refunded
2535,2535,Net Banking,2733.68,2024-01-16,Refunded
2536,2536,Net Banking,3194.44,2024-06-30,Refunded
2537,2537,UPI,1349.57,2023-10-20,Refunded
2538,2538,COD,13817.79,2025-06-09,Paid
2539,2539,Net Banking,206.98,2023-10-14,Refunded
2540,2540,Debit Card,13224.09,2024-06-23,Refunded
2541,2541,COD,4584.87,2023-11-03,Paid
2542,2542,COD,9475.61,2024-09-14,Refunded
2543,2543,Debit Card,7127.45,2023-08-28,Refunded
2544,2544,Debit Card,9078.7,2024-10-18,Refunded
2545,2545,Debit Card,13142.01,2024-12-12,Refunded
2546,2546,UPI,691.33,2024-12-21,Refunded
2547,2547,Debit Card,10258.59,2024-03-13,Paid
2548,2548,Net Banking,10215.19,2024-10-23,Paid
2549,2549,Debit Card,6817.19,2023-10-05,Paid
2550,2550,COD,5346.56,2023-07-03,Paid
2551,2551,COD,13809.62,2025-03-22,Paid
2552,2552,Net Banking,6804.34,2025-01-13,Paid
2553,2553,Net Banking,4641.47,2024-02-28,Paid
2554,2554,COD,11098.41,2023-06-20,Refunded
2555,2555,Net Banking,2509.92,2023-08-01,Paid
2556,2556,Debit Card,5814.07,2024-02-11,Refunded
2557,2557,COD,12762.15,2024-12-29,Paid
2558,2558,Net Banking,1264.63,2023-11-22,Refunded
2559,2559,Net Banking,6565.02,2023-06-19,Refunded
2560,2560,Net Banking,4678.42,2024-08-09,Paid
2561,2561,COD,477.11,2024-10-11,Refunded
2562,2562,Net Banking,2600.23,2025-03-21,Paid
2563,2563,Net Banking,687.78,2024-06-27,Paid
2564,2564,Debit Card,393.88,2025-04-13,Refunded
2565,2565,Net Banking,5819.5,2024-02-15,Paid
2566,2566,Debit Card,7505.42,2024-08-02,Refunded
2567,2567,COD,12982.85,2024-01-31,Refunded
2568,2568,UPI,2517.66,2025-03-15,Paid
2569,2569,COD,9118.45,2023-12-26,Paid
2570,2570,Debit Card,9995.73,2024-03-18,Paid
2571,2571,COD,10359.27,2024-09-17,Refunded
2572,2572,COD,2756.93,2024-08-03,Paid
2573,2573,COD,14292.74,2024-05-05,Paid
2574,2574,COD,10234.02,2023-10-12,Paid
2575,2575,COD,11510.61,2024-09-22,Paid
2576,2576,UPI,1995.32,2024-10-05,Paid
2577,2577,Net Banking,10767.13,2023-12-06,Paid
2578,2578,Net Banking,13445.06,2024-11-21,Refunded
2579,2579,Debit Card,2032.33,2024-04-27,Paid
2580,2580,UPI,4125.15,2023-08-21,Refunded
2581,2581,Net Banking,7660.71,2024-07-17,Paid
2582,2582,Net Banking,3050.64,2025-05-23,Refunded
2583,2583,Net Banking,14028.79,2025-05-20,Paid
2584,2584,Net Banking,12929.87,2023-12-10,Paid
2585,2585,Net Banking,12995.49,2023-08-24,Refunded
2586,2586,UPI,6661.23,2024-07-13,Paid
2587,2587,Net Banking,11931.84,2024-03-04,Refunded
2588,2588,Net Banking,6958.52,2024-07-12,Paid
2589,2589,Net Banking,14253.1,2023-09-01,Paid
2590,2590,UPI,2185.4,2024-06-20,Paid
2591,2591,UPI,12002.7,2025-01-08,Refunded
2592,2592,COD,1597.91,2024-06-26,Paid
2593,2593,COD,5468.3,2025-06-10,Refunded
2594,2594,COD,1162.68,2025-01-16,Paid
2595,2595,UPI,12817.39,2024-12-12,Refunded
2596,2596,UPI,970.51,2024-07-15,Refunded
2597,2597,Net Banking,9597.24,2023-07-07,Paid
2598,2598,Debit Card,2607.4,2023-11-02,Refunded
2599,2599,UPI,13844.83,2024-11-28,Paid
2600,2600,UPI,8704.48,2024-08-05,Paid
2601,2601,Debit Card,13221.57,2025-03-08,Paid
2602,2602,COD,1455.12,2024-03-15,Refunded
2603,2603,COD,11779.34,2025-02-14,Refunded
2604,2604,COD,4259.76,2024-10-23,Paid
2605,2605,COD,3226.84,2024-04-26,Paid
2606,2606,Debit Card,571.88,2023-06-24,Refunded
2607,2607,UPI,14334.34,2023-06-29,Refunded
2608,2608,Net Banking,3974.72,2024-03-13,Refunded
2609,2609,UPI,8156.59,2024-10-10,Refunded
2610,2610,Debit Card,11248.57,2023-07-13,Paid
2611,2611,Debit Card,14193.77,2024-06-11,Refunded
2612,2612,UPI,2758.99,2024-11-28,Refunded
2613,2613,Debit Card,8661.5,2023-11-08,Paid
2614,2614,Debit Card,5669.54,2024-01-26,Refunded
2615,2615,Debit Card,5864.87,2023-08-11,Refunded
2616,2616,COD,6478.05,2025-05-15,Refunded
2617,2617,COD,12494.96,2023-08-20,Paid
2618,2618,COD,2342.58,2025-05-20,Paid
2619,2619,Net Banking,6411.97,2024-12-16,Refunded
2620,2620,UPI,8391.48,2025-03-19,Paid
2621,2621,Debit Card,4599.54,2024-01-04,Paid
2622,2622,UPI,8754.55,2024-06-25,Refunded
2623,2623,Debit Card,8540.25,2023-10-30,Paid
2624,2624,Net Banking,13017.66,2024-02-08,Refunded
2625,2625,UPI,7861.91,2025-05-19,Refunded
2626,2626,COD,3572.74,2024-11-03,Refunded
2627,2627,UPI,9230.01,2025-03-02,Paid
2628,2628,UPI,3670.31,2024-02-10,Paid
2629,2629,Debit Card,8129.64,2023-11-17,Paid
2630,2630,COD,9130.44,2025-06-08,Refunded
2631,2631,UPI,9406.16,2025-02-14,Paid
2632,2632,UPI,10801.64,2024-01-15,Paid
2633,2633,Net Banking,12891.03,2024-04-06,Refunded
2634,2634,UPI,8724.58,2024-06-19,Paid
2635,2635,COD,3537.1,2024-01-18,Paid
2636,2636,UPI,6305.8,2023-07-22,Refunded
2637,2637,Net Banking,9885.13,2024-07-07,Paid
2638,2638,COD,11078.31,2023-08-16,Refunded
2639,2639,COD,14690.48,2025-01-23,Paid
2640,2640,UPI,10607.3,2025-06-17,Paid
2641,2641,Net Banking,14834.39,2024-04-23,Paid
2642,2642,COD,6849.42,2023-12-04,Refunded
2643,2643,Debit Card,3639.28,2023-10-08,Refunded
2644,2644,Debit Card,10836.08,2024-02-21,Paid
2645,2645,UPI,8610.84,2025-06-17,Refunded
2646,2646,Net Banking,6643.61,2024-05-09,Refunded
2647,2647,COD,11221.89,2023-07-09,Refunded
2648,2648,Net Banking,9947.45,2024-05-16,Refunded
2649,2649,Net Banking,612.81,2023-11-08,Paid
2650,2650,COD,2754.79,2025-03-07,Refunded
2651,2651,UPI,10193.26,2024-12-28,Refunded
2652,2652,UPI,4765.2,2024-03-21,Paid
2653,2653,Debit Card,12786.34,2023-09-16,Paid
2654,2654,Debit Card,2736.25,2025-02-06,Paid
2655,2655,COD,5417.08,2024-04-21,Paid
2656,2656,Net Banking,2765.05,2023-11-14,Paid
2657,2657,Net Banking,14858.69,2024-09-08,Paid
2658,2658,Net Banking,13309.12,2024-05-23,Refunded
2659,2659,Net Banking,11816.81,2024-01-05,Refunded
2660,2660,Net Banking,4991.45,2024-12-03,Paid
2661,2661,COD,1562.36,2023-11-15,Paid
2662,2662,UPI,13049.93,2025-05-04,Paid
2663,2663,Net Banking,11620.68,2024-07-16,Refunded
2664,2664,UPI,5071.47,2024-06-16,Refunded
2665,2665,COD,13663.95,2024-08-16,Paid
2666,2666,Net Banking,4924.43,2023-10-07,Refunded
2667,2667,UPI,12165.0,2023-07-24,Refunded
2668,2668,Net Banking,8771.8,2023-12-07,Paid
2669,2669,COD,13534.54,2024-01-04,Paid
2670,2670,Net Banking,12567.57,2024-09-19,Refunded
2671,2671,Net Banking,11616.53,2025-06-13,Paid
2672,2672,Debit Card,5523.39,2024-01-21,Refunded
2673,2673,Net Banking,10225.25,2024-11-11,Refunded
2674,2674,Net Banking,13965.92,2024-12-20,Refunded
2675,2675,COD,5258.82,2025-02-17,Refunded
2676,2676,Net Banking,1547.01,2024-03-29,Paid
2677,2677,COD,12298.72,2023-07-09,Refunded
2678,2678,Net Banking,3503.5,2024-03-01,Refunded
2679,2679,Debit Card,9339.06,2023-11-30,Paid
2680,2680,UPI,9765.33,2023-08-17,Refunded
2681,2681,UPI,10455.03,2025-04-09,Paid
2682,2682,Net Banking,2719.33,2023-11-01,Paid
2683,2683,COD,13846.66,2024-08-18,Refunded
2684,2684,Debit Card,7813.6,2024-08-05,Paid
2685,2685,Debit Card,10601.9,2023-11-30,Refunded
2686,2686,Net Banking,497.64,2025-03-04,Refunded
2687,2687,Net Banking,14693.57,2024-01-12,Refunded
2688,2688,UPI,3543.69,2025-05-06,Refunded
2689,2689,COD,2584.22,2023-10-05,Paid
2690,2690,UPI,329.31,2025-04-09,Paid
2691,2691,Debit Card,11466.28,2025-01-22,Refunded
2692,2692,UPI,4361.2,2024-08-20,Paid
2693,2693,Debit Card,5253.66,2023-12-12,Refunded
2694,2694,Net Banking,9519.53,2024-01-13,Refunded
2695,2695,Net Banking,1713.0,2025-02-09,Refunded
2696,2696,Debit Card,10762.93,2025-01-21,Paid
2697,2697,Debit Card,8197.24,2025-05-23,Paid
2698,2698,Debit Card,7307.57,2024-12-26,Paid
2699,2699,Net Banking,5745.98,2023-07-22,Paid
2700,2700,COD,11244.25,2023-07-03,Refunded
2701,2701,Net Banking,13392.27,2024-03-22,Refunded
2702,2702,Net Banking,11295.49,2025-01-23,Refunded
2703,2703,COD,8741.56,2025-06-12,Paid
2704,2704,Net Banking,8259.79,2023-09-11,Refunded
2705,2705,COD,11937.68,2023-09-19,Paid
2706,2706,UPI,9436.65,2023-12-13,Refunded
2707,2707,UPI,1711.78,2023-07-12,Paid
2708,2708,Debit Card,11662.64,2025-06-13,Refunded
2709,2709,UPI,5776.21,2024-11-24,Refunded
2710,2710,Net Banking,12403.3,2025-04-16,Refunded
2711,2711,Net Banking,8019.77,2025-02-27,Paid
2712,2712,Net Banking,4314.72,2024-06-26,Paid
2713,2713,Debit Card,2564.61,2025-03-22,Paid
2714,2714,COD,6828.54,2023-11-13,Refunded
2715,2715,Net Banking,6092.48,2024-01-25,Paid
2716,2716,COD,8974.0,2024-08-19,Paid
2717,2717,Net Banking,6794.75,2024-02-09,Paid
2718,2718,Net Banking,11821.05,2024-10-08,Refunded
2719,2719,Debit Card,1750.2,2024-11-13,Refunded
2720,2720,UPI,14494.47,2025-05-05,Paid
2721,2721,COD,10917.91,2023-09-09,Paid
2722,2722,Net Banking,2732.16,2024-07-28,Paid
2723,2723,UPI,5900.6,2024-09-19,Paid
2724,2724,Debit Card,8415.66,2024-02-02,Refunded
2725,2725,UPI,953.77,2023-12-15,Paid
2726,2726,COD,12388.98,2024-02-12,Paid
2727,2727,UPI,11276.01,2023-06-24,Paid
2728,2728,UPI,9297.3,2024-08-18,Refunded
2729,2729,UPI,4277.59,2023-09-27,Paid
2730,2730,UPI,12024.32,2025-02-28,Refunded
2731,2731,UPI,8195.38,2025-06-15,Refunded
2732,2732,UPI,8214.24,2023-09-09,Paid
2733,2733,Net Banking,4485.31,2023-08-03,Refunded
2734,2734,COD,7955.34,2023-07-20,Refunded
2735,2735,Debit Card,12201.34,2023-06-30,Paid
2736,2736,COD,12744.65,2024-09-15,Refunded
2737,2737,UPI,13419.9,2024-02-27,Refunded
2738,2738,UPI,956.1,2023-06-20,Paid
2739,2739,Debit Card,2034.93,2024-09-21,Paid
2740,2740,COD,11992.79,2025-02-20,Refunded
2741,2741,COD,13834.75,2024-07-02,Paid
2742,2742,UPI,11205.91,2025-06-16,Paid
2743,2743,Net Banking,7570.17,2023-09-04,Paid
2744,2744,UPI,1543.52,2024-11-12,Paid
2745,2745,COD,6606.15,2024-05-17,Refunded
2746,2746,Debit Card,2562.31,2025-01-28,Refunded
2747,2747,COD,13585.3,2024-03-08,Paid
2748,2748,Debit Card,12318.97,2024-10-04,Refunded
2749,2749,Net Banking,10159.65,2025-06-07,Paid
2750,2750,Net Banking,5642.76,2023-12-08,Paid
2751,2751,Net Banking,3571.12,2023-10-15,Refunded
2752,2752,UPI,10039.39,2024-10-16,Refunded
2753,2753,COD,6214.61,2023-12-19,Refunded
2754,2754,Debit Card,8066.49,2024-06-28,Paid
2755,2755,UPI,11568.01,2024-04-07,Refunded
2756,2756,Net Banking,3677.72,2023-06-22,Refunded
2757,2757,COD,160.54,2023-11-01,Paid
2758,2758,Net Banking,3401.3,2023-08-02,Refunded
2759,2759,Debit Card,14958.74,2023-09-05,Paid
2760,2760,COD,8455.46,2025-06-12,Paid
2761,2761,Debit Card,1055.99,2025-04-22,Refunded
2762,2762,UPI,11813.54,2023-09-17,Paid
2763,2763,Debit Card,9751.87,2024-07-28,Paid
2764,2764,Debit Card,3972.89,2024-04-01,Paid
2765,2765,COD,7798.1,2024-01-16,Refunded
2766,2766,Net Banking,3794.75,2023-11-11,Refunded
2767,2767,Debit Card,11585.04,2025-04-13,Refunded
2768,2768,Debit Card,4415.98,2023-08-31,Refunded
2769,2769,COD,1527.54,2024-10-10,Refunded
2770,2770,UPI,3742.36,2024-04-17,Refunded
2771,2771,Debit Card,982.0,2024-06-30,Refunded
2772,2772,Debit Card,1635.45,2025-03-18,Paid
2773,2773,COD,9258.9,2024-10-31,Refunded
2774,2774,Net Banking,210.5,2024-01-01,Refunded
2775,2775,COD,5631.07,2023-10-01,Refunded
2776,2776,UPI,5017.1,2024-07-15,Refunded
2777,2777,COD,8160.63,2023-07-04,Refunded
2778,2778,Debit Card,11542.48,2023-09-11,Refunded
2779,2779,Debit Card,14389.07,2025-01-27,Refunded
2780,2780,COD,3855.61,2023-11-15,Paid
2781,2781,Debit Card,14001.49,2025-04-24,Paid
2782,2782,Net Banking,12121.97,2024-11-06,Refunded
2783,2783,Debit Card,5118.75,2025-01-25,Refunded
2784,2784,UPI,4583.68,2024-01-01,Refunded
2785,2785,COD,12352.98,2024-10-24,Paid
2786,2786,Net Banking,8637.59,2025-04-12,Paid
2787,2787,COD,13797.54,2024-02-16,Refunded
2788,2788,COD,5663.85,2024-08-08,Paid
2789,2789,Debit Card,315.15,2024-08-21,Paid
2790,2790,Debit Card,12163.46,2023-10-02,Refunded
2791,2791,Net Banking,5930.76,2024-04-16,Refunded
2792,2792,UPI,9488.63,2024-11-12,Refunded
2793,2793,Debit Card,4252.79,2025-02-25,Refunded
2794,2794,Net Banking,7084.15,2024-05-10,Refunded
2795,2795,UPI,988.37,2025-01-01,Paid
2796,2796,Net Banking,6187.55,2024-05-20,Refunded
2797,2797,UPI,7903.65,2025-03-05,Refunded
2798,2798,Net Banking,12471.08,2023-12-19,Refunded
2799,2799,UPI,11794.02,2023-12-06,Refunded
2800,2800,UPI,6984.62,2025-04-15,Refunded
2801,2801,UPI,7993.93,2025-04-07,Paid
