Order_ID,Customer_ID,Order_Date,Order_Status,Shipping_Address_ID,Payment_Status
1363,1121,2024-11-01,Cancelled,2547,Refunded
1364,2341,2024-10-21,Delivered,4313,Paid
1365,1071,2025-06-14,Cancelled,2829,Refunded
1366,2404,2025-01-05,Delivered,4111,Unpaid
1367,4969,2024-02-06,Pending,1919,Unpaid
1368,3321,2025-01-07,Cancelled,1970,Unpaid
1369,1291,2024-12-01,Cancelled,5251,Paid
1370,3856,2023-08-12,Cancelled,6257,Refunded
1371,4840,2025-02-15,Cancelled,312,Unpaid
1372,3419,2024-09-15,Pending,2970,Unpaid
1373,3759,2024-01-26,Delivered,3981,Unpaid
1374,4589,2023-07-11,Pending,6545,Refunded
1375,2889,2024-04-10,Pending,6144,Paid
1376,2706,2024-07-04,Delivered,1397,Paid
1377,2712,2024-08-03,Pending,4513,Unpaid
1378,3435,2024-10-12,Cancelled,6498,Refunded
1379,421,2023-07-23,Delivered,5405,Unpaid
1380,2660,2025-03-09,Delivered,6981,Paid
1381,3935,2024-09-25,Pending,6157,Refunded
1382,1435,2025-02-24,Pending,2243,Refunded
1383,3508,2023-07-12,Cancelled,1328,Paid
1384,3256,2025-04-09,Cancelled,2088,Refunded
1385,4791,2023-08-13,Pending,5051,Paid
1386,1165,2025-02-21,Delivered,6717,Paid
1387,4236,2025-02-17,Cancelled,2206,Paid
1388,3586,2025-01-21,Delivered,483,Refunded
1389,2149,2025-01-13,Delivered,2806,Refunded
1390,673,2024-11-08,Delivered,2318,Paid
1391,3399,2024-11-26,Pending,6061,Unpaid
1392,3849,2023-07-12,Cancelled,1814,Refunded
1393,4452,2024-10-30,Cancelled,567,Refunded
1394,1653,2025-06-03,Pending,4983,Unpaid
1395,3073,2023-10-22,Pending,2029,Unpaid
1396,1320,2024-09-21,Pending,2330,Unpaid
1397,577,2025-05-09,Cancelled,1072,Refunded
1398,3559,2024-02-16,Pending,1373,Paid
1399,2222,2025-04-07,Delivered,4188,Unpaid
1400,1153,2024-01-11,Delivered,3260,Paid
1401,1676,2023-08-03,Cancelled,3340,Paid
1402,565,2025-03-04,Pending,4906,Unpaid
1403,4306,2025-01-18,Cancelled,1548,Unpaid
1404,1180,2025-05-28,Pending,1471,Refunded
1405,3133,2024-10-20,Cancelled,4942,Paid
1406,1791,2025-01-03,Pending,4159,Paid
1407,2350,2024-12-07,Delivered,5832,Refunded
1408,541,2024-04-28,Cancelled,697,Unpaid
1409,396,2024-09-16,Delivered,1658,Refunded
1410,1896,2025-04-11,Delivered,4134,Unpaid
1411,2392,2024-05-17,Cancelled,712,Refunded
1412,2469,2025-03-01,Delivered,3438,Refunded
1413,3522,2024-01-28,Delivered,5448,Paid
1414,131,2024-03-24,Pending,4956,Paid
1415,715,2023-09-20,Delivered,3861,Refunded
1416,4427,2025-06-06,Delivered,5990,Paid
1417,548,2025-05-27,Delivered,4755,Paid
1418,3404,2024-11-07,Cancelled,5939,Refunded
1419,3385,2024-01-14,Cancelled,3750,Unpaid
1420,3727,2024-05-07,Delivered,6991,Unpaid
1421,2803,2024-04-10,Cancelled,3093,Unpaid
1422,2926,2024-01-18,Cancelled,2448,Unpaid
1423,477,2024-08-04,Delivered,2050,Refunded
1424,908,2024-11-23,Pending,2711,Refunded
1425,2049,2025-05-21,Delivered,2935,Refunded
1426,910,2023-11-09,Delivered,414,Paid
1427,3128,2024-07-23,Pending,1674,Refunded
1428,2582,2025-02-15,Cancelled,1683,Paid
1429,404,2024-10-05,Pending,5065,Refunded
1430,1109,2024-08-31,Delivered,5662,Paid
1431,1545,2025-02-17,Pending,674,Paid
1432,2992,2024-08-23,Pending,6105,Paid
1433,2551,2024-09-16,Pending,4261,Unpaid
1434,2756,2025-02-16,Pending,6435,Paid
1435,3806,2024-10-21,Delivered,1174,Unpaid
1436,2052,2024-12-17,Delivered,3541,Paid
1437,3462,2023-08-17,Delivered,3159,Unpaid
1438,2306,2023-08-04,Pending,870,Unpaid
1439,1011,2024-05-18,Pending,6758,Unpaid
1440,2505,2024-03-31,Pending,3912,Unpaid
1441,1288,2024-02-20,Delivered,3442,Unpaid
1442,4608,2025-02-24,Delivered,6020,Unpaid
1443,1113,2024-01-29,Cancelled,5712,Refunded
1444,3716,2025-05-24,Delivered,447,Paid
1445,4778,2024-08-30,Cancelled,440,Unpaid
1446,4644,2024-06-10,Cancelled,6759,Unpaid
1447,1384,2024-10-16,Cancelled,1375,Refunded
1448,276,2023-09-27,Delivered,1876,Refunded
1449,2960,2023-12-20,Pending,5080,Paid
1450,3719,2025-01-10,Cancelled,6295,Paid
1451,1318,2024-08-22,Cancelled,4475,Paid
1452,4400,2024-01-30,Cancelled,4348,Refunded
1453,4937,2023-10-14,Delivered,4848,Refunded
1454,4829,2025-01-09,Cancelled,6801,Refunded
1455,2935,2024-03-05,Delivered,3147,Refunded
1456,2735,2025-03-03,Pending,4771,Paid
1457,4784,2024-02-15,Cancelled,2569,Unpaid
1458,2402,2023-11-15,Cancelled,3544,Unpaid
1459,2634,2023-09-06,Delivered,1952,Refunded
1460,49,2024-05-13,Delivered,2113,Paid
1461,3035,2025-01-02,Delivered,2484,Paid
1462,4312,2025-02-19,Cancelled,4060,Refunded
1463,2994,2024-12-29,Cancelled,2095,Unpaid
1464,77,2025-06-08,Delivered,4114,Refunded
1465,3850,2025-05-26,Cancelled,4908,Refunded
1466,2840,2024-04-25,Delivered,1024,Refunded
1467,2468,2024-09-12,Cancelled,3699,Paid
1468,1872,2023-12-09,Cancelled,4015,Paid
1469,2816,2023-09-28,Delivered,6086,Paid
1470,4125,2024-12-26,Pending,229,Paid
1471,2537,2025-01-18,Pending,629,Unpaid
1472,3962,2024-12-07,Pending,266,Refunded
1473,4058,2024-01-29,Delivered,2211,Refunded
1474,3469,2025-06-06,Delivered,5513,Paid
1475,868,2023-12-31,Cancelled,801,Paid
1476,2442,2024-03-29,Delivered,6116,Unpaid
1477,4813,2025-01-22,Pending,1045,Refunded
1478,720,2024-12-31,Cancelled,2198,Unpaid
1479,3944,2023-10-20,Cancelled,6907,Paid
1480,3997,2024-06-16,Cancelled,2365,Refunded
1481,1468,2025-05-28,Pending,4120,Refunded
1482,1649,2023-06-24,Delivered,6229,Refunded
1483,3274,2025-06-12,Cancelled,5631,Refunded
1484,2773,2024-11-29,Delivered,2909,Refunded
1485,428,2024-06-08,Cancelled,3206,Refunded
1486,4163,2025-03-02,Delivered,2847,Unpaid
1487,3835,2023-12-23,Delivered,5674,Unpaid
1488,2989,2024-04-27,Cancelled,5549,Unpaid
1489,664,2024-01-14,Cancelled,3397,Refunded
1490,4770,2024-12-26,Cancelled,354,Refunded
1491,1963,2024-01-08,Cancelled,6114,Paid
1492,3179,2023-11-22,Cancelled,3337,Refunded
1493,116,2024-06-14,Cancelled,4659,Unpaid
1494,2569,2024-03-31,Delivered,5699,Unpaid
1495,955,2024-11-14,Delivered,1795,Paid
1496,4809,2024-08-07,Cancelled,3403,Paid
1497,1535,2023-12-25,Delivered,2137,Unpaid
1498,612,2025-03-15,Pending,1218,Unpaid
1499,3236,2025-04-30,Pending,3311,Paid
1500,4862,2025-01-06,Delivered,668,Paid
1501,3520,2025-01-07,Pending,3695,Refunded
1502,2556,2024-06-03,Pending,6878,Refunded
1503,3178,2024-09-22,Pending,3983,Refunded
1504,2492,2025-04-11,Pending,3947,Refunded
1505,4158,2025-01-08,Pending,4969,Unpaid
1506,1624,2024-06-24,Delivered,4683,Unpaid
1507,1839,2024-06-30,Delivered,2847,Paid
1508,4053,2023-10-13,Pending,418,Unpaid
1509,1679,2025-03-09,Cancelled,4676,Paid
1510,1479,2024-11-04,Cancelled,6666,Refunded
1511,644,2024-02-07,Cancelled,2052,Paid
1512,1926,2024-02-09,Delivered,988,Paid
1513,3955,2025-05-06,Cancelled,3321,Refunded
1514,82,2025-04-11,Delivered,3997,Unpaid
1515,1670,2024-12-23,Delivered,6170,Refunded
1516,742,2023-07-04,Pending,6763,Refunded
1517,3484,2024-07-02,Delivered,3824,Refunded
1518,140,2024-11-02,Pending,2973,Refunded
1519,2834,2024-10-01,Delivered,6655,Unpaid
1520,37,2023-09-13,Cancelled,6457,Paid
1521,1424,2024-05-09,Delivered,99,Unpaid
1522,1545,2024-01-08,Cancelled,3418,Unpaid
1523,1689,2025-04-20,Pending,6037,Unpaid
1524,4017,2024-01-02,Cancelled,3062,Unpaid
1525,2371,2023-11-23,Delivered,6278,Refunded
1526,4267,2024-04-06,Cancelled,6557,Paid
1527,16,2025-04-16,Cancelled,69,Refunded
1528,290,2023-07-06,Delivered,6099,Paid
1529,3841,2024-03-14,Delivered,152,Paid
1530,1045,2024-12-01,Cancelled,6284,Refunded
1531,1427,2023-12-20,Pending,3642,Unpaid
1532,3121,2024-01-13,Delivered,6129,Unpaid
1533,1044,2025-04-04,Pending,5937,Paid
1534,2798,2024-09-16,Cancelled,663,Paid
1535,4562,2024-09-01,Pending,5657,Paid
1536,106,2024-02-01,Delivered,6839,Refunded
1537,28,2023-11-07,Pending,6907,Unpaid
1538,4774,2024-09-08,Cancelled,4142,Refunded
1539,3384,2024-04-25,Delivered,5418,Paid
1540,4606,2025-03-20,Cancelled,1638,Refunded
1541,525,2024-12-04,Pending,844,Paid
1542,1341,2024-04-19,Pending,6244,Paid
1543,3823,2024-03-03,Cancelled,6515,Refunded
1544,246,2024-09-30,Delivered,5223,Unpaid
1545,3473,2024-08-12,Cancelled,3222,Paid
1546,3214,2025-04-25,Pending,5899,Refunded
1547,2489,2024-02-26,Cancelled,1436,Refunded
1548,604,2024-12-03,Pending,2018,Paid
1549,3393,2023-07-24,Cancelled,4764,Refunded
1550,2293,2025-03-15,Cancelled,84,Paid
1551,1648,2023-10-29,Pending,4026,Refunded
1552,404,2023-07-17,Pending,1418,Refunded
1553,4926,2024-03-27,Cancelled,253,Paid
1554,4019,2023-09-07,Cancelled,1792,Unpaid
1555,1622,2024-01-28,Pending,6081,Paid
1556,1646,2023-07-25,Delivered,5821,Unpaid
1557,2810,2024-09-29,Delivered,6926,Refunded
1558,3672,2025-06-18,Pending,2704,Unpaid
1559,3700,2023-08-06,Delivered,4769,Refunded
1560,2805,2024-03-01,Delivered,6663,Refunded
1561,2045,2023-06-27,Delivered,3025,Unpaid
1562,4107,2024-02-10,Cancelled,4551,Paid
1563,3737,2024-11-23,Delivered,1031,Refunded
1564,3261,2025-04-25,Cancelled,1244,Unpaid
1565,2393,2024-01-09,Pending,4945,Paid
1566,4101,2023-11-11,Cancelled,1311,Refunded
1567,4911,2023-08-23,Pending,1950,Refunded
1568,4119,2024-08-25,Delivered,33,Refunded
1569,605,2024-08-08,Cancelled,990,Unpaid
1570,4810,2024-08-13,Cancelled,3619,Unpaid
1571,3389,2024-08-13,Cancelled,4706,Paid
1572,2016,2024-01-14,Cancelled,5947,Paid
1573,3345,2024-10-20,Cancelled,3609,Unpaid
1574,2838,2025-05-10,Delivered,4163,Paid
1575,1097,2024-10-02,Pending,6595,Unpaid
1576,890,2025-06-08,Pending,5370,Unpaid
1577,2203,2024-02-03,Pending,4617,Refunded
1578,195,2024-10-27,Delivered,4610,Unpaid
1579,4604,2023-06-24,Cancelled,4755,Unpaid
1580,1555,2023-11-24,Pending,6984,Refunded
1581,2098,2024-11-14,Pending,2621,Unpaid
1582,3935,2025-04-29,Cancelled,3237,Paid
1583,1948,2024-11-27,Pending,4392,Unpaid
1584,2812,2025-04-23,Pending,2785,Paid
1585,279,2024-08-02,Pending,4773,Paid
1586,3011,2025-04-03,Pending,2840,Refunded
1587,3280,2025-03-25,Pending,3634,Refunded
1588,1537,2023-07-10,Delivered,1707,Refunded
1589,2987,2023-09-09,Pending,6199,Paid
1590,3143,2023-09-22,Delivered,959,Refunded
1591,2333,2023-09-12,Delivered,1264,Refunded
1592,3766,2024-03-04,Delivered,3401,Unpaid
1593,869,2024-08-31,Pending,6349,Unpaid
1594,1883,2025-03-20,Cancelled,282,Refunded
1595,4351,2024-06-02,Cancelled,4382,Paid
1596,3591,2024-02-03,Delivered,6,Refunded
1597,1146,2023-12-08,Delivered,1831,Refunded
1598,1759,2024-03-25,Pending,4499,Paid
1599,547,2024-09-07,Delivered,94,Refunded
1600,3498,2023-08-21,Cancelled,6984,Unpaid
1601,3512,2023-08-22,Delivered,3629,Paid
1602,143,2023-07-12,Delivered,5300,Unpaid
1603,1832,2024-07-09,Cancelled,6344,Unpaid
1604,4123,2025-01-17,Delivered,3075,Unpaid
1605,3445,2025-03-03,Cancelled,8,Unpaid
1606,825,2025-03-23,Pending,5153,Refunded
1607,21,2024-09-04,Cancelled,3323,Refunded
1608,2671,2024-01-23,Cancelled,6599,Unpaid
1609,1588,2023-06-22,Pending,3343,Unpaid
1610,3919,2024-09-21,Delivered,2603,Unpaid
1611,3204,2025-01-19,Cancelled,1649,Refunded
1612,1999,2025-01-20,Delivered,3216,Unpaid
1613,4891,2023-12-24,Delivered,4837,Refunded
1614,2800,2025-03-12,Cancelled,3488,Refunded
1615,4364,2025-05-16,Cancelled,6114,Paid
1616,411,2023-10-29,Cancelled,4240,Refunded
1617,3513,2023-12-20,Pending,1021,Paid
1618,1318,2024-10-26,Cancelled,1740,Paid
1619,1120,2024-11-25,Pending,6561,Paid
1620,3461,2023-08-01,Cancelled,1047,Unpaid
1621,2230,2024-08-08,Cancelled,6369,Refunded
1622,399,2023-11-19,Pending,268,Refunded
1623,2686,2025-05-20,Pending,424,Unpaid
1624,116,2024-01-15,Delivered,6387,Unpaid
1625,3163,2025-02-17,Delivered,6816,Unpaid
1626,4984,2024-11-28,Cancelled,6297,Refunded
1627,107,2023-12-15,Delivered,210,Paid
1628,4751,2024-06-17,Pending,456,Paid
1629,3693,2024-09-20,Delivered,4253,Refunded
1630,2624,2025-04-26,Cancelled,3216,Unpaid
1631,1899,2023-08-11,Pending,2532,Refunded
1632,4065,2024-04-28,Cancelled,1999,Unpaid
1633,4690,2024-07-17,Delivered,6720,Refunded
1634,266,2025-04-08,Pending,4952,Unpaid
1635,858,2024-08-03,Delivered,880,Refunded
1636,4352,2024-06-12,Cancelled,4713,Unpaid
1637,4079,2025-06-11,Delivered,4290,Paid
1638,1176,2023-12-17,Delivered,1648,Paid
1639,2869,2025-02-08,Cancelled,1031,Refunded
1640,4437,2024-10-16,Pending,2074,Refunded
1641,1435,2024-03-09,Cancelled,5164,Paid
1642,849,2024-11-13,Delivered,4776,Refunded
1643,343,2025-03-23,Delivered,6191,Unpaid
1644,4925,2024-09-26,Cancelled,6128,Paid
1645,4734,2024-06-18,Cancelled,1361,Refunded
1646,4731,2024-08-30,Cancelled,517,Paid
1647,2569,2024-08-18,Pending,3674,Refunded
1648,4831,2024-03-06,Delivered,5970,Refunded
1649,1870,2024-04-03,Delivered,2023,Refunded
1650,4443,2025-05-22,Pending,3668,Refunded
1651,3431,2023-11-08,Cancelled,3189,Unpaid
1652,298,2023-09-22,Pending,3173,Paid
1653,4290,2025-02-06,Pending,2623,Paid
1654,1655,2024-12-03,Cancelled,137,Refunded
1655,1741,2024-11-24,Pending,5013,Unpaid
1656,4507,2023-09-07,Delivered,4373,Unpaid
1657,2350,2025-03-18,Cancelled,5482,Refunded
1658,1593,2024-04-02,Delivered,4326,Paid
1659,4183,2023-10-04,Delivered,3338,Paid
1660,1320,2024-02-12,Pending,6196,Refunded
1661,1676,2023-09-24,Pending,5108,Refunded
1662,3668,2024-09-17,Pending,70,Paid
1663,3153,2023-10-09,Cancelled,1986,Refunded
1664,1367,2024-12-22,Delivered,3866,Paid
1665,2853,2024-01-18,Cancelled,4582,Paid
1666,4514,2023-10-12,Cancelled,961,Paid
1667,1829,2024-11-20,Delivered,637,Unpaid
1668,4173,2025-03-14,Cancelled,463,Unpaid
1669,3586,2023-10-14,Cancelled,3326,Unpaid
1670,4042,2023-07-12,Delivered,4858,Paid
1671,4577,2024-03-30,Pending,4971,Paid
1672,274,2023-06-27,Delivered,484,Paid
1673,4348,2023-10-25,Cancelled,2619,Unpaid
1674,2211,2024-08-23,Delivered,2929,Refunded
1675,1522,2025-03-17,Delivered,5568,Paid
1676,1714,2025-02-14,Cancelled,107,Unpaid
1677,3588,2024-10-09,Cancelled,4341,Unpaid
1678,908,2024-06-07,Pending,5271,Paid
1679,2182,2023-08-06,Pending,3868,Refunded
1680,1434,2025-01-31,Cancelled,2652,Unpaid
1681,3813,2024-03-06,Delivered,1552,Unpaid
1682,2309,2025-01-16,Pending,6894,Unpaid
1683,3905,2025-05-07,Cancelled,5719,Unpaid
1684,777,2024-07-23,Pending,6104,Unpaid
1685,2592,2023-06-23,Delivered,3708,Unpaid
1686,1456,2024-04-20,Cancelled,3633,Refunded
1687,2462,2025-06-08,Cancelled,5554,Refunded
1688,4357,2024-06-21,Delivered,2648,Paid
1689,3435,2023-10-31,Pending,6912,Refunded
1690,4698,2024-10-08,Delivered,5794,Paid
1691,4265,2024-07-21,Cancelled,854,Paid
1692,920,2025-03-29,Cancelled,6028,Unpaid
1693,3903,2025-01-09,Delivered,6450,Paid
1694,4452,2024-03-14,Cancelled,611,Unpaid
1695,3768,2025-04-11,Cancelled,2350,Refunded
1696,3445,2023-11-16,Cancelled,304,Refunded
1697,3017,2025-01-13,Delivered,5416,Unpaid
1698,4359,2024-04-12,Delivered,4985,Refunded
1699,1658,2024-08-13,Pending,6024,Paid
1700,555,2024-11-05,Pending,1830,Unpaid
1701,3555,2024-03-05,Cancelled,5756,Paid
1702,1454,2024-02-01,Cancelled,2622,Refunded
1703,3509,2025-04-29,Delivered,2037,Refunded
1704,2452,2024-12-31,Pending,6108,Unpaid
1705,3087,2024-11-07,Delivered,5638,Paid
1706,1693,2024-12-30,Pending,4736,Paid
1707,2001,2024-08-28,Cancelled,5110,Unpaid
1708,1134,2024-09-13,Cancelled,6303,Unpaid
1709,3704,2024-01-13,Delivered,2778,Paid
1710,2596,2024-08-28,Cancelled,5919,Unpaid
1711,4346,2025-01-11,Pending,1094,Unpaid
1712,1576,2023-07-29,Pending,4456,Paid
1713,1660,2025-05-11,Delivered,2207,Refunded
1714,1191,2024-10-22,Cancelled,727,Unpaid
1715,902,2024-08-08,Pending,4304,Refunded
1716,3193,2024-11-07,Delivered,5860,Refunded
1717,4189,2024-03-22,Pending,3096,Refunded
1718,3791,2024-09-08,Pending,2056,Unpaid
1719,3424,2023-07-20,Pending,6599,Paid
1720,1767,2024-03-16,Pending,3846,Paid
1721,1714,2024-07-21,Pending,4559,Unpaid
1722,2287,2024-04-18,Cancelled,4590,Unpaid
1723,1519,2024-04-19,Cancelled,4314,Paid
1724,4676,2025-02-16,Delivered,1007,Refunded
1725,1270,2023-12-05,Delivered,5931,Refunded
1726,2299,2024-11-22,Delivered,6324,Refunded
1727,1440,2024-07-22,Pending,1827,Paid
1728,4182,2024-02-24,Pending,8,Unpaid
1729,1520,2024-03-22,Cancelled,1972,Refunded
1730,4750,2024-08-16,Cancelled,6000,Paid
1731,4111,2024-05-05,Cancelled,2250,Unpaid
1732,3016,2023-11-13,Cancelled,528,Refunded
1733,1346,2023-08-27,Cancelled,4414,Refunded
1734,1959,2024-05-13,Delivered,2141,Paid
1735,420,2023-11-04,Delivered,2844,Unpaid
1736,1841,2024-10-16,Delivered,1664,Paid
1737,4138,2025-01-24,Delivered,3532,Unpaid
1738,1563,2023-12-06,Cancelled,5471,Unpaid
1739,75,2023-12-01,Cancelled,3660,Refunded
1740,4479,2025-01-21,Cancelled,2952,Unpaid
1741,822,2023-09-16,Cancelled,6786,Refunded
1742,4786,2024-09-01,Pending,3578,Refunded
1743,1141,2025-05-26,Delivered,1595,Paid
1744,3004,2023-08-04,Delivered,4297,Unpaid
1745,1415,2023-12-22,Pending,3341,Refunded
1746,2571,2025-03-26,Cancelled,2394,Refunded
1747,1723,2023-12-31,Cancelled,3591,Unpaid
1748,415,2023-07-07,Pending,5572,Refunded
1749,4410,2024-06-09,Delivered,1728,Paid
1750,4724,2023-07-19,Delivered,6972,Unpaid
1751,4460,2024-07-14,Cancelled,1451,Refunded
1752,4899,2023-10-31,Pending,5242,Unpaid
1753,3237,2023-10-25,Cancelled,5443,Paid
1754,3219,2023-08-28,Delivered,640,Unpaid
1755,1658,2023-08-05,Delivered,135,Refunded
1756,2405,2024-01-07,Cancelled,344,Paid
1757,3843,2025-02-08,Delivered,6097,Unpaid
1758,1248,2024-01-13,Pending,6304,Paid
1759,1931,2024-01-22,Delivered,5743,Unpaid
1760,2553,2024-12-23,Pending,403,Refunded
1761,2327,2025-06-14,Pending,4093,Unpaid
1762,4678,2023-12-14,Delivered,5175,Paid
1763,3549,2023-12-03,Delivered,2082,Refunded
1764,1824,2024-07-12,Pending,284,Paid
1765,779,2023-08-15,Delivered,5844,Refunded
1766,803,2024-11-10,Cancelled,3376,Paid
1767,3075,2024-09-28,Cancelled,1466,Paid
1768,4294,2024-11-06,Cancelled,2973,Unpaid
1769,2507,2023-12-07,Delivered,2377,Paid
1770,4370,2024-10-17,Pending,2714,Unpaid
1771,3100,2023-12-01,Delivered,1334,Refunded
1772,2884,2025-01-13,Delivered,6258,Paid
1773,16,2025-01-08,Pending,2558,Refunded
1774,3498,2024-06-22,Delivered,299,Unpaid
1775,3397,2024-02-08,Pending,359,Refunded
1776,493,2023-07-30,Delivered,3191,Paid
1777,2427,2024-08-12,Cancelled,4843,Paid
1778,852,2025-02-06,Cancelled,2146,Refunded
1779,2749,2025-01-30,Delivered,4188,Refunded
1780,868,2025-03-08,Pending,3111,Paid
1781,2559,2023-08-18,Cancelled,595,Paid
1782,3412,2023-07-05,Cancelled,5133,Unpaid
1783,4471,2024-03-20,Pending,2359,Unpaid
1784,3856,2025-01-29,Delivered,6950,Paid
1785,624,2023-08-30,Cancelled,2861,Paid
1786,1456,2024-07-21,Pending,2244,Paid
1787,1733,2023-07-23,Pending,4688,Paid
1788,2839,2025-05-24,Cancelled,6083,Unpaid
1789,115,2025-04-04,Cancelled,625,Paid
1790,126,2023-08-05,Pending,3802,Paid
1791,4226,2025-02-24,Cancelled,197,Paid
1792,1998,2024-01-29,Pending,5397,Paid
1793,2835,2024-12-01,Pending,6137,Paid
1794,3487,2023-12-16,Cancelled,3642,Paid
1795,2070,2023-11-14,Pending,2784,Paid
1796,1822,2024-10-03,Pending,1632,Paid
1797,4093,2023-07-22,Delivered,2087,Unpaid
1798,4710,2024-12-24,Cancelled,2924,Unpaid
1799,541,2024-03-08,Delivered,4612,Refunded
1800,1359,2023-12-05,Cancelled,6175,Refunded
1801,1457,2024-10-08,Delivered,48,Paid
1802,4159,2024-08-01,Pending,4497,Paid
1803,2921,2023-11-20,Pending,1483,Paid
1804,4170,2024-11-24,Pending,5572,Unpaid
1805,1137,2024-04-21,Delivered,6921,Unpaid
1806,3216,2023-11-25,Pending,30,Paid
1807,1294,2023-12-29,Cancelled,4975,Unpaid
1808,1362,2023-07-02,Cancelled,373,Unpaid
1809,468,2024-04-12,Cancelled,6035,Paid
1810,1114,2025-05-13,Cancelled,6143,Refunded
1811,520,2024-05-17,Delivered,4922,Unpaid
1812,1955,2023-07-04,Delivered,2024,Refunded
1813,1383,2025-06-04,Cancelled,376,Refunded
1814,1380,2025-05-16,Cancelled,2053,Refunded
1815,3256,2024-04-15,Delivered,6458,Paid
1816,4597,2023-10-24,Delivered,4144,Unpaid
1817,2423,2024-04-05,Delivered,6216,Refunded
1818,1901,2024-07-02,Cancelled,5263,Unpaid
1819,2907,2024-07-19,Cancelled,1725,Refunded
1820,4785,2024-08-11,Pending,2180,Paid
1821,4606,2025-04-17,Cancelled,6041,Refunded
1822,157,2024-04-21,Delivered,1842,Paid
1823,4283,2024-05-14,Cancelled,5248,Unpaid
1824,787,2024-03-22,Cancelled,4560,Unpaid
1825,2014,2025-03-17,Delivered,4840,Refunded
1826,384,2023-10-21,Pending,2616,Paid
1827,2726,2025-01-18,Delivered,6177,Unpaid
1828,4188,2024-04-26,Cancelled,5414,Paid
1829,2741,2023-07-10,Pending,228,Unpaid
1830,966,2025-05-10,Pending,1027,Paid
1831,3823,2025-02-20,Cancelled,1396,Paid
1832,487,2024-12-19,Pending,426,Unpaid
1833,2074,2023-12-21,Cancelled,2107,Unpaid
1834,4690,2024-01-03,Pending,1897,Refunded
1835,879,2024-06-23,Pending,588,Unpaid
1836,1023,2023-09-30,Cancelled,2060,Refunded
1837,81,2025-01-18,Delivered,1642,Refunded
1838,2099,2025-05-28,Cancelled,3232,Refunded
1839,4130,2025-01-06,Pending,2270,Refunded
1840,3246,2024-11-06,Cancelled,5524,Unpaid
1841,1705,2025-05-01,Cancelled,2407,Unpaid
1842,4906,2024-03-24,Cancelled,3317,Unpaid
1843,41,2025-06-15,Cancelled,1107,Paid
1844,3226,2024-12-20,Cancelled,5977,Paid
1845,2394,2024-01-31,Cancelled,2158,Paid
1846,1213,2025-04-17,Delivered,4574,Paid
1847,4451,2024-05-13,Delivered,1581,Unpaid
1848,4234,2023-11-06,Pending,1727,Refunded
1849,1261,2024-06-14,Cancelled,6883,Paid
1850,4371,2023-07-06,Pending,4798,Refunded
1851,2311,2024-12-20,Delivered,2508,Paid
1852,4759,2024-11-25,Delivered,6339,Unpaid
1853,959,2023-11-24,Cancelled,150,Paid
1854,3244,2023-10-04,Pending,6342,Refunded
1855,2692,2024-09-30,Cancelled,3614,Unpaid
1856,1085,2023-08-31,Pending,3528,Unpaid
1857,4593,2024-05-18,Cancelled,4579,Paid
1858,1778,2025-04-18,Pending,6067,Paid
1859,3501,2023-11-18,Delivered,3280,Unpaid
1860,4287,2024-11-17,Delivered,3768,Unpaid
1861,1225,2024-12-29,Cancelled,6834,Refunded
1862,4535,2024-11-09,Delivered,2036,Unpaid
1863,2000,2025-01-16,Cancelled,3158,Unpaid
1864,1284,2024-05-10,Pending,6800,Refunded
1865,1885,2024-08-28,Pending,1804,Paid
1866,1714,2024-04-15,Pending,6250,Unpaid
1867,1969,2025-05-13,Pending,3004,Paid
1868,3254,2024-02-06,Delivered,4276,Refunded
1869,4402,2024-05-04,Cancelled,1542,Paid
1870,4916,2024-02-22,Pending,6855,Unpaid
1871,1940,2023-08-11,Cancelled,5774,Paid
1872,762,2025-03-25,Delivered,2081,Refunded
1873,4935,2025-06-18,Cancelled,6847,Refunded
1874,2496,2023-11-13,Cancelled,2696,Unpaid
1875,4010,2024-10-04,Delivered,5505,Refunded
1876,3683,2024-10-19,Cancelled,303,Unpaid
1877,4821,2024-06-08,Pending,327,Refunded
1878,3417,2024-08-01,Cancelled,4375,Paid
1879,4942,2024-11-13,Cancelled,2987,Unpaid
1880,2756,2025-04-12,Pending,3927,Unpaid
1881,1909,2024-07-07,Pending,3154,Paid
1882,257,2023-11-01,Pending,1644,Refunded
1883,2055,2023-07-19,Delivered,2811,Unpaid
1884,1685,2024-12-24,Cancelled,4436,Refunded
1885,4756,2023-07-23,Delivered,420,Refunded
1886,166,2024-09-06,Cancelled,6639,Paid
1887,4071,2023-11-30,Cancelled,3517,Refunded
1888,2277,2024-12-18,Delivered,260,Unpaid
1889,1324,2023-08-07,Delivered,5610,Refunded
1890,4148,2024-10-01,Cancelled,5422,Unpaid
1891,560,2024-08-27,Pending,5890,Unpaid
1892,4721,2024-02-13,Pending,827,Unpaid
1893,2624,2025-01-03,Pending,3790,Paid
1894,1898,2024-07-23,Cancelled,2026,Unpaid
1895,575,2024-03-15,Delivered,263,Unpaid
1896,4408,2024-03-01,Cancelled,3602,Refunded
1897,3438,2023-11-29,Cancelled,905,Paid
1898,3155,2025-04-28,Cancelled,6630,Unpaid
1899,1310,2024-08-06,Pending,6816,Paid
1900,4533,2024-04-23,Delivered,6890,Refunded
1901,964,2023-08-12,Delivered,6960,Unpaid
1902,4606,2024-12-11,Pending,5254,Refunded
1903,4169,2024-05-20,Cancelled,5313,Paid
