Order_Item_ID,Order_ID,Product_ID,Quantity,Unit_Price
7511,2982,46,2,5295.5
7512,2983,1683,1,7737.32
7513,2983,557,1,6936.04
7514,2983,89,3,9900.48
7515,2983,1114,2,3366.6
7516,2984,1477,2,7226.14
7517,2984,1011,3,6972.92
7518,2984,1088,2,7981.24
7519,2984,387,2,2992.56
7520,2985,511,1,1953.89
7521,2985,1439,3,828.41
7522,2985,156,1,8320.74
7523,2986,794,3,7580.14
7524,2986,617,1,7889.78
7525,2987,500,3,6705.93
7526,2987,663,2,108.4
7527,2987,1665,1,1006.75
7528,2988,1034,2,4939.92
7529,2989,1324,3,9968.2
7530,2990,1542,1,7693.84
7531,2990,1272,3,8460.36
7532,2990,1677,1,7659.16
7533,2991,134,2,9108.54
7534,2991,1772,1,7978.06
7535,2992,1862,3,8459.36
7536,2992,1774,1,5420.63
7537,2992,356,1,1720.31
7538,2993,18,3,6308.49
7539,2993,1598,3,1023.11
7540,2993,1720,2,9912.13
7541,2994,1822,3,9051.95
7542,2995,604,3,4471.48
7543,2995,408,3,5211.56
7544,2995,498,2,6086.14
7545,2995,1819,1,3600.46
7546,2996,287,1,3946.22
7547,2996,1736,1,8629.62
7548,2996,657,3,2265.71
7549,2996,1545,1,8794.13
7550,2997,566,2,3417.32
7551,2997,1923,1,6862.57
7552,2997,288,3,7585.85
7553,2997,231,1,1277.81
7554,2998,279,1,7281.31
7555,2998,981,2,6278.1
7556,2999,1765,1,3372.86
7557,3000,1630,1,4062.27
7558,3000,1153,1,8361.73
7559,3001,1639,2,6979.28
7560,3001,1026,1,7231.61
7561,3001,796,2,5772.41
7562,3001,1924,1,4539.87
7563,3002,1618,2,2603.23
7564,3002,1517,1,6576.55
7565,3002,285,3,6925.76
7566,3003,827,3,5752.66
7567,3003,484,1,8114.47
7568,3003,1059,3,5897.25
7569,3003,62,2,4849.68
7570,3004,1642,1,9940.67
7571,3004,1258,2,2401.19
7572,3005,1198,1,4379.63
7573,3005,1609,3,7259.43
7574,3005,607,2,6504.28
7575,3005,410,2,1002.98
7576,3006,1020,2,1638.3
7577,3007,1963,3,5749.33
7578,3007,224,3,8525.74
7579,3008,1820,3,7103.28
7580,3008,484,2,8114.47
7581,3008,941,2,7507.33
7582,3009,447,2,1172.53
7583,3009,1219,3,1731.43
7584,3010,1305,1,4490.1
7585,3010,1168,2,9514.46
7586,3010,1875,3,6979.08
7587,3011,1863,1,7805.33
7588,3011,1864,1,6965.55
7589,3012,1392,3,7999.53
7590,3012,1514,1,4949.03
7591,3012,404,3,3465.31
7592,3013,1788,1,1002.06
7593,3013,806,3,6832.03
7594,3013,1538,3,3279.63
7595,3014,1770,2,3377.57
7596,3014,499,1,5621.23
7597,3014,1498,3,6917.49
7598,3015,329,2,4708.18
7599,3016,1022,3,2459.53
7600,3016,184,3,7345.96
7601,3016,1870,1,8952.24
7602,3017,1997,3,2766.88
7603,3017,10,2,9342.29
7604,3017,774,2,4354.02
7605,3017,1544,2,5747.36
7606,3018,1316,2,1433.56
7607,3018,1661,2,4765.83
7608,3018,1622,3,7432.26
7609,3019,1056,3,1126.49
7610,3019,350,2,8529.42
7611,3019,1534,3,8285.49
7612,3019,731,3,8126.51
7613,3020,226,1,9700.55
7614,3020,984,1,3707.86
7615,3020,1516,1,3027.61
7616,3021,1081,3,513.79
7617,3022,863,1,855.91
7618,3022,810,1,4820.1
7619,3023,25,3,5549.89
7620,3023,1341,3,7392.13
7621,3023,657,2,2265.71
7622,3023,631,2,5462.86
7623,3024,1456,2,3276.69
7624,3024,213,2,8963.66
7625,3024,559,3,3675.66
7626,3024,183,2,9047.98
7627,3025,1888,1,3482.78
7628,3025,1431,3,6705.5
7629,3026,156,2,8320.74
7630,3026,646,1,7965.11
7631,3026,1245,2,6090.63
7632,3026,256,1,5566.92
7633,3027,319,2,582.61
7634,3027,1582,3,1988.4
7635,3028,548,3,5116.1
7636,3029,174,3,358.73
7637,3030,1997,1,2766.88
7638,3031,1182,1,914.46
7639,3032,72,3,9112.78
7640,3032,620,3,6470.35
7641,3032,631,3,5462.86
7642,3033,1370,3,4587.03
7643,3033,209,2,1590.17
7644,3034,1953,2,5457.31
7645,3034,1033,3,4654.12
7646,3034,1473,1,9518.74
7647,3035,71,3,5872.47
7648,3036,1435,1,111.95
7649,3036,1862,2,8459.36
7650,3036,731,1,8126.51
7651,3036,1186,2,3263.43
7652,3037,817,1,6171.43
7653,3037,598,3,2875.93
7654,3038,732,2,1929.79
7655,3038,853,2,5366.15
7656,3038,1719,3,1243.91
7657,3039,595,2,7238.93
7658,3039,856,3,2685.39
7659,3040,1414,3,6622.65
7660,3040,1728,2,8691.33
7661,3041,732,3,1929.79
7662,3041,1022,1,2459.53
7663,3041,306,1,9316.08
7664,3042,89,1,9900.48
7665,3042,1408,1,4828.46
7666,3042,786,1,3309.63
7667,3043,287,2,3946.22
7668,3044,1382,3,7057.95
7669,3044,894,2,9355.86
7670,3044,939,2,1348.34
7671,3045,1518,1,9784.43
7672,3045,1197,1,168.98
7673,3045,98,1,6206.14
7674,3045,1186,2,3263.43
7675,3046,508,2,4308.63
7676,3046,915,2,383.93
7677,3046,712,2,8337.51
7678,3046,1359,2,8164.37
7679,3047,1482,1,2132.33
7680,3047,213,3,8963.66
7681,3047,1402,3,7331.07
7682,3048,1744,2,9157.21
7683,3048,783,2,3905.16
7684,3049,188,2,3947.14
7685,3050,1657,2,5606.03
7686,3050,416,2,4441.55
7687,3051,277,3,6769.52
7688,3051,1682,1,7915.21
7689,3052,342,3,1318.73
7690,3052,1332,1,6947.26
7691,3052,1099,2,5192.55
7692,3052,1306,3,6325.23
7693,3053,1810,3,4788.48
7694,3053,1520,3,1681.99
7695,3054,697,3,6465.72
7696,3054,1581,1,5127.82
7697,3054,1282,2,3227.83
7698,3054,1300,1,1650.27
7699,3055,726,1,2236.35
7700,3055,444,1,8502.79
7701,3055,1597,2,7683.12
7702,3055,1066,3,2216.91
7703,3056,293,1,1691.22
7704,3056,967,1,1808.26
7705,3056,1998,1,8029.37
7706,3056,1749,3,3350.55
7707,3057,975,3,4051.41
7708,3057,955,3,4936.59
7709,3057,1135,2,1601.84
7710,3058,1304,3,9598.33
7711,3058,107,2,9280.21
7712,3058,1199,2,6726.16
7713,3059,505,3,4381.18
7714,3059,435,2,1338.11
7715,3059,174,1,358.73
7716,3060,1946,1,5639.72
7717,3060,1802,2,8985.95
7718,3061,1686,2,8102.51
7719,3061,1420,1,1272.58
7720,3061,1325,3,6691.5
7721,3062,101,2,8154.21
7722,3062,1175,2,7992.32
7723,3062,935,3,2670.19
7724,3063,1475,1,9769.78
7725,3063,814,2,9437.69
7726,3064,630,1,5411.05
7727,3064,1458,2,3082.72
7728,3064,759,3,3874.36
7729,3064,34,1,462.81
7730,3065,647,1,1131.58
7731,3065,255,3,8714.8
7732,3065,839,1,958.96
7733,3065,662,2,8868.89
7734,3066,1529,1,2288.39
7735,3066,569,2,1032.71
7736,3066,1042,2,7813.0
7737,3066,1369,1,7473.92
7738,3067,476,2,5933.36
7739,3067,1495,3,1654.4
7740,3068,1139,2,3851.67
7741,3068,1450,1,4196.89
7742,3069,1002,2,2304.29
7743,3069,1705,3,8244.1
7744,3069,733,2,1032.03
7745,3070,311,3,6042.36
7746,3070,847,2,3811.78
7747,3070,435,3,1338.11
7748,3071,1270,2,1402.8
7749,3072,966,1,950.03
7750,3072,1018,3,4911.25
7751,3072,899,2,4104.53
7752,3073,866,3,9513.58
7753,3074,1000,2,4865.95
7754,3074,1411,2,9298.04
7755,3074,1077,3,6647.86
7756,3074,1269,2,6244.43
7757,3075,1413,2,9700.51
7758,3076,1347,3,4221.21
7759,3077,30,1,8797.09
7760,3077,1140,1,770.03
7761,3077,522,2,8687.29
7762,3077,1943,1,2207.57
7763,3078,1509,3,191.57
7764,3078,468,2,6819.91
7765,3078,1475,1,9769.78
7766,3079,97,2,2833.17
7767,3080,69,3,3070.85
7768,3080,915,3,383.93
7769,3080,885,1,2312.22
7770,3080,505,3,4381.18
7771,3081,1554,2,1140.81
7772,3081,455,1,2514.38
7773,3081,65,3,6659.21
7774,3082,1304,1,9598.33
7775,3082,576,1,8420.88
7776,3082,737,1,172.5
7777,3082,983,2,7414.97
7778,3083,1517,1,6576.55
7779,3083,290,3,4240.72
7780,3084,504,1,5472.66
7781,3085,1248,2,3249.18
7782,3086,1618,3,2603.23
7783,3086,113,1,9571.35
7784,3087,1107,2,2520.98
7785,3088,1579,1,4710.35
7786,3088,930,2,7561.29
7787,3088,219,1,1248.46
7788,3089,37,1,9062.36
7789,3089,1902,1,312.61
7790,3089,1986,2,9442.4
7791,3089,1296,3,9332.71
7792,3090,546,2,6587.63
7793,3090,1401,3,2409.61
7794,3090,791,1,8035.22
7795,3090,1687,3,8019.39
7796,3091,268,1,8529.72
7797,3091,785,1,5797.29
7798,3091,1770,2,3377.57
7799,3092,1029,1,3791.35
7800,3092,1818,3,8245.13
7801,3092,1899,1,7463.07
7802,3092,1719,1,1243.91
7803,3093,715,1,5757.34
7804,3093,1594,2,4169.63
7805,3094,1629,2,7913.93
7806,3094,306,1,9316.08
7807,3094,45,2,4455.79
7808,3095,1660,3,4847.43
7809,3095,588,3,7634.4
7810,3096,479,1,9884.68
7811,3097,1954,2,5538.21
7812,3097,210,2,9265.71
7813,3098,1591,1,7942.89
7814,3098,802,1,8610.58
7815,3098,1234,2,8213.96
7816,3098,1464,2,7054.56
7817,3099,937,1,3648.23
7818,3099,389,3,4286.31
7819,3099,31,3,6505.7
7820,3099,1805,2,6487.85
7821,3100,218,3,1078.93
7822,3100,752,3,7846.11
7823,3100,77,2,9488.22
7824,3101,1698,1,2301.49
7825,3102,1030,1,351.44
7826,3102,1719,3,1243.91
7827,3103,137,2,846.34
7828,3103,894,1,9355.86
7829,3103,740,2,179.84
7830,3104,819,2,8499.57
7831,3104,1098,2,5548.99
7832,3104,1100,3,2395.86
7833,3104,1486,3,9619.33
7834,3105,1817,2,5801.16
7835,3105,1579,3,4710.35
7836,3105,1490,2,1578.52
7837,3106,365,1,3217.52
7838,3106,872,3,3830.22
7839,3106,1692,1,5817.83
7840,3106,1448,3,6933.75
7841,3107,1597,3,7683.12
7842,3107,1797,2,3599.19
7843,3107,1914,2,8462.93
7844,3108,934,1,2969.5
7845,3108,1873,3,7133.3
7846,3109,223,3,2964.35
7847,3109,1223,2,2775.09
7848,3110,1629,1,7913.93
7849,3110,980,2,7518.93
7850,3110,411,1,7924.07
7851,3110,1624,2,4855.8
7852,3111,1476,1,767.74
7853,3111,985,1,9701.51
7854,3111,1639,3,6979.28
7855,3112,738,2,7045.36
7856,3112,246,2,4110.43
7857,3113,1134,3,4241.44
7858,3113,673,1,5808.87
7859,3113,255,3,8714.8
7860,3114,1199,3,6726.16
7861,3114,1168,1,9514.46
7862,3115,21,1,4681.41
7863,3116,350,2,8529.42
7864,3117,1781,3,9188.4
7865,3117,1394,1,3200.67
7866,3118,1367,1,4504.85
7867,3119,918,3,9663.79
7868,3120,1163,2,9054.69
7869,3120,1149,3,9671.67
7870,3121,626,1,1784.0
7871,3121,1766,1,4751.18
7872,3122,868,3,3345.9
7873,3123,927,3,328.0
7874,3124,1712,1,897.98
7875,3124,1853,3,9545.65
7876,3124,1919,2,7144.83
7877,3124,361,3,9310.49
7878,3125,98,1,6206.14
7879,3125,533,2,3511.83
7880,3125,113,3,9571.35
7881,3125,763,3,306.15
7882,3126,1363,1,2282.4
7883,3126,352,2,6625.2
7884,3127,1858,2,6931.22
7885,3127,1373,3,3215.55
7886,3127,583,3,6917.51
7887,3128,1257,3,1076.22
7888,3128,1557,2,6798.6
7889,3129,370,1,6177.5
7890,3129,665,2,3808.47
7891,3129,1008,3,9941.68
7892,3130,20,2,5453.79
7893,3130,1755,3,4332.01
7894,3131,214,2,8892.74
7895,3131,658,1,4641.79
7896,3132,1902,1,312.61
7897,3132,492,1,761.12
7898,3133,443,3,4939.71
7899,3134,141,3,8703.7
7900,3135,1125,2,7816.87
7901,3135,1826,3,2221.96
7902,3136,280,2,8237.99
7903,3136,955,1,4936.59
7904,3137,704,2,3778.56
7905,3137,206,1,1002.29
7906,3138,394,2,1417.5
7907,3138,202,2,9574.27
7908,3138,1005,2,7700.05
7909,3139,283,3,5492.84
7910,3139,917,3,2708.55
7911,3139,1113,1,1382.74
7912,3139,507,2,4652.91
7913,3140,1935,1,8374.34
7914,3140,1972,1,2018.93
7915,3140,1896,3,5015.78
7916,3141,600,2,6609.95
7917,3141,1447,2,8301.85
7918,3141,1229,1,1346.32
7919,3142,1054,3,7104.67
7920,3142,412,2,5318.44
7921,3142,803,1,4650.7
7922,3143,1001,1,2706.91
7923,3143,1667,2,5597.15
7924,3143,1133,3,3136.07
7925,3144,218,2,1078.93
7926,3145,177,1,4211.28
7927,3145,1970,3,5147.33
7928,3145,1510,2,2856.64
7929,3145,1217,2,3040.96
7930,3146,534,1,4139.94
7931,3146,811,2,8839.67
7932,3146,1898,1,6935.61
7933,3147,299,1,7229.45
7934,3148,825,3,7688.65
7935,3148,621,1,8420.83
7936,3148,612,1,9042.17
7937,3149,929,1,2843.23
7938,3149,1721,2,6943.43
7939,3149,1754,1,9301.73
7940,3149,167,3,8893.44
7941,3150,651,2,4014.74
7942,3151,678,3,5184.27
7943,3151,1624,1,4855.8
7944,3152,907,1,586.65
7945,3152,1039,1,4919.39
7946,3153,1826,3,2221.96
7947,3153,1290,2,8510.83
7948,3153,1435,3,111.95
7949,3154,1614,1,4496.81
7950,3154,1252,1,2323.88
7951,3155,1472,3,6262.64
7952,3156,904,2,8016.35
7953,3157,1823,3,5581.51
7954,3157,1039,2,4919.39
7955,3157,1249,3,1842.76
7956,3158,1390,3,786.43
7957,3159,1054,3,7104.67
7958,3159,1384,3,9964.86
7959,3160,242,2,4383.59
7960,3160,889,3,3265.69
7961,3161,1635,1,4961.59
7962,3161,1920,1,2857.13
7963,3161,1988,3,5023.2
7964,3161,1782,1,8922.56
7965,3162,1006,3,9471.43
7966,3162,882,1,997.71
7967,3162,839,2,958.96
7968,3163,1610,1,450.12
7969,3163,1478,2,4846.89
7970,3163,244,2,8532.2
7971,3163,1335,3,3656.34
7972,3164,137,3,846.34
7973,3165,45,2,4455.79
7974,3165,27,1,884.81
7975,3165,670,1,5631.45
7976,3165,1811,3,4685.97
7977,3166,1959,3,4925.44
7978,3167,1095,2,2564.79
7979,3167,141,1,8703.7
7980,3167,1430,2,170.17
7981,3167,45,3,4455.79
7982,3168,883,2,2046.75
7983,3168,42,1,231.37
7984,3168,617,3,7889.78
7985,3168,952,1,2387.4
7986,3169,1037,1,6679.37
7987,3170,392,2,7003.39
7988,3170,1932,2,9191.21
7989,3170,1377,2,4552.8
7990,3170,1620,2,7308.35
7991,3171,311,1,6042.36
7992,3171,1358,2,8746.24
7993,3171,89,3,9900.48
7994,3171,917,2,2708.55
7995,3172,892,1,1072.98
7996,3172,192,3,2696.42
7997,3172,1122,3,541.61
7998,3172,1511,1,1085.94
7999,3173,1524,3,5019.75
8000,3173,654,3,5054.71
8001,3174,28,1,1886.03
8002,3174,805,3,9459.01
8003,3175,1158,2,426.76
8004,3175,126,2,5533.05
8005,3175,136,3,370.35
8006,3176,741,2,5000.43
8007,3176,670,1,5631.45
8008,3177,938,1,2229.02
8009,3178,606,3,6324.24
8010,3178,52,1,2064.68
8011,3178,585,1,4610.71
8012,3179,654,3,5054.71
8013,3179,829,2,7474.17
8014,3179,413,3,7047.09
8015,3179,232,3,915.77
8016,3180,1569,1,9935.79
8017,3181,953,2,3291.53
8018,3182,5,1,4088.27
8019,3182,902,3,8373.02
8020,3182,188,3,3947.14
8021,3182,272,2,2950.32
8022,3183,705,2,6978.96
8023,3184,1940,3,9681.58
8024,3185,821,3,4814.36
8025,3185,1783,1,5868.57
8026,3185,11,1,7276.83
8027,3186,611,3,9492.37
8028,3186,250,1,501.2
8029,3187,497,1,182.83
8030,3188,1310,2,7259.86
8031,3188,431,3,8128.96
8032,3188,387,1,2992.56
8033,3189,635,3,1574.08
8034,3189,266,1,9569.37
8035,3189,191,2,6343.03
8036,3189,742,3,8982.82
8037,3190,174,2,358.73
8038,3191,1590,3,2532.1
8039,3191,1548,1,2795.72
8040,3191,1923,1,6862.57
8041,3191,793,3,5435.28
8042,3192,1364,3,5205.12
8043,3192,1339,3,7461.22
8044,3192,700,1,9217.14
8045,3192,1695,2,9119.34
8046,3193,1108,1,9519.97
8047,3193,800,1,5823.25
8048,3194,1372,3,8112.31
8049,3194,274,2,941.52
8050,3194,1070,1,8633.36
8051,3194,1009,3,6470.15
8052,3195,1256,2,4621.07
8053,3195,213,1,8963.66
8054,3196,190,3,1473.08
8055,3197,1523,3,3563.43
8056,3197,1666,1,607.29
8057,3197,672,1,4075.49
8058,3198,1637,1,1640.75
8059,3198,571,3,8261.21
8060,3198,377,1,2983.94
8061,3199,1993,1,210.29
8062,3200,1419,3,8739.86
8063,3201,1102,3,6423.91
8064,3201,1532,1,7096.32
8065,3202,532,2,7566.93
8066,3203,1803,2,6927.82
8067,3203,90,3,1481.54
8068,3203,1354,2,6984.96
8069,3204,1871,1,9201.45
8070,3204,429,1,1869.82
8071,3204,192,1,2696.42
8072,3205,1207,3,8040.52
8073,3205,735,3,8738.89
8074,3205,1662,2,4304.02
8075,3206,289,3,4050.82
8076,3206,566,2,3417.32
8077,3207,1515,3,8318.34
8078,3207,376,1,4690.05
8079,3208,956,3,961.16
8080,3209,1674,1,6436.04
8081,3210,1483,1,3678.79
8082,3210,1718,3,7609.07
8083,3210,1196,3,3488.18
8084,3211,1498,3,6917.49
8085,3211,108,3,3301.43
8086,3211,1108,3,9519.97
8087,3212,831,3,3718.02
8088,3213,330,1,3381.83
8089,3213,1910,1,8775.1
8090,3213,824,3,3572.25
8091,3213,501,2,6511.62
8092,3214,1512,1,403.21
8093,3215,445,3,7598.17
8094,3215,766,1,6126.91
8095,3215,650,1,9353.93
8096,3215,592,3,2480.94
8097,3216,741,2,5000.43
8098,3216,978,3,8916.26
8099,3217,147,2,7986.41
8100,3217,590,3,3983.32
8101,3217,13,3,2357.19
8102,3218,858,1,265.2
8103,3218,911,2,6139.6
8104,3218,753,2,7951.19
8105,3219,401,2,5813.06
8106,3219,1138,1,5331.4
8107,3219,247,3,4816.47
8108,3219,993,1,4615.24
8109,3220,184,1,7345.96
8110,3220,1662,1,4304.02
8111,3220,11,2,7276.83
8112,3221,608,1,2327.74
8113,3221,1213,2,9264.19
8114,3222,359,3,9436.36
8115,3223,773,1,6486.06
8116,3223,1401,1,2409.61
8117,3224,226,3,9700.55
8118,3224,1574,1,5123.09
8119,3224,750,2,5741.49
8120,3224,1216,2,7111.97
8121,3225,833,2,6349.85
8122,3225,1896,1,5015.78
8123,3225,413,2,7047.09
8124,3225,1087,3,6131.34
8125,3226,76,2,1237.56
8126,3226,1873,3,7133.3
8127,3226,1447,1,8301.85
8128,3227,944,2,8739.11
8129,3227,714,1,8129.87
8130,3227,404,1,3465.31
8131,3228,1711,1,9196.62
8132,3228,1418,3,158.05
8133,3229,1295,1,7365.21
8134,3229,216,1,4908.07
8135,3229,467,1,9248.86
8136,3230,1691,1,4497.67
8137,3231,1544,1,5747.36
8138,3232,1653,2,8985.91
8139,3232,1259,1,599.69
8140,3233,218,3,1078.93
8141,3233,1969,2,4761.82
8142,3233,1405,3,8776.7
8143,3234,285,1,6925.76
8144,3234,1774,1,5420.63
8145,3235,1543,2,5539.97
8146,3236,212,1,1307.74
8147,3237,1436,3,6585.97
8148,3238,1897,1,3826.43
8149,3238,795,2,6328.93
8150,3238,1643,2,5051.22
8151,3239,701,2,6177.81
8152,3239,1706,1,9221.75
8153,3240,1776,1,2405.18
8154,3240,50,3,9514.64
8155,3240,1483,1,3678.79
8156,3241,1384,2,9964.86
8157,3241,265,3,7936.3
8158,3241,1818,3,8245.13
8159,3242,24,2,1759.72
8160,3242,1098,3,5548.99
8161,3242,320,1,3799.35
8162,3242,991,3,8328.78
8163,3243,537,2,7876.41
8164,3243,1482,1,2132.33
8165,3243,1898,2,6935.61
8166,3244,1230,3,2286.16
8167,3244,1489,2,9817.74
8168,3244,355,1,6706.26
8169,3245,1244,3,4086.57
8170,3245,541,3,8086.92
8171,3245,1242,3,8644.14
8172,3246,818,1,8409.18
8173,3246,1166,1,5551.42
8174,3246,775,1,4624.15
8175,3246,97,2,2833.17
8176,3247,1165,2,3715.12
8177,3247,169,3,1592.27
8178,3247,857,2,126.36
8179,3247,1391,3,8100.42
8180,3248,55,3,8795.58
8181,3248,1828,1,4986.33
8182,3248,714,1,8129.87
8183,3248,1897,3,3826.43
8184,3249,108,2,3301.43
8185,3249,502,2,4328.69
8186,3249,609,1,6678.28
8187,3250,909,3,5632.68
8188,3250,1292,2,5979.58
8189,3250,456,1,3682.27
8190,3250,567,2,6798.18
8191,3251,794,2,7580.14
8192,3251,1593,2,9868.28
8193,3251,1321,3,5520.31
8194,3252,1137,3,5841.7
8195,3253,500,1,6705.93
8196,3253,1311,2,3442.5
8197,3253,1551,3,2879.56
8198,3253,429,1,1869.82
8199,3254,18,3,6308.49
8200,3254,1904,3,428.15
8201,3254,723,1,6092.98
8202,3255,261,2,8910.08
8203,3256,1855,3,324.83
8204,3256,1892,3,2064.21
8205,3256,1458,1,3082.72
8206,3257,293,2,1691.22
8207,3257,1527,3,5114.77
8208,3257,1086,2,6167.46
8209,3257,356,1,1720.31
8210,3258,876,3,9609.12
8211,3258,848,1,7211.46
8212,3258,684,3,1696.18
8213,3259,300,3,6043.49
8214,3259,132,3,221.15
8215,3260,1573,2,9664.65
8216,3260,823,2,4270.38
8217,3260,808,1,2403.03
8218,3260,1991,3,168.37
8219,3261,762,2,9443.39
8220,3261,1227,1,4831.03
8221,3262,1584,3,6079.75
8222,3262,909,3,5632.68
8223,3263,188,3,3947.14
8224,3263,1274,2,6151.28
8225,3263,1464,2,7054.56
8226,3263,1624,3,4855.8
8227,3264,454,3,1359.12
8228,3265,45,1,4455.79
8229,3266,1116,2,2466.77
8230,3267,67,1,8315.68
8231,3267,1949,3,1652.56
8232,3267,1208,3,1732.25
8233,3268,1716,2,5937.83
8234,3268,682,3,6596.07
8235,3269,87,3,3906.26
8236,3270,132,3,221.15
8237,3270,44,3,1091.49
8238,3271,936,3,2410.25
8239,3271,1849,3,1605.04
8240,3271,326,2,9975.26
8241,3272,1773,1,3002.4
8242,3272,378,1,2378.76
8243,3272,1050,3,8065.47
8244,3273,729,1,3125.74
8245,3273,1651,1,3842.19
8246,3273,930,2,7561.29
8247,3273,600,3,6609.95
8248,3274,99,1,720.4
8249,3274,725,2,4243.52
8250,3274,1831,1,5961.42
8251,3274,973,3,5580.13
8252,3275,184,3,7345.96
8253,3276,1206,1,9153.41
8254,3276,1402,3,7331.07
8255,3276,897,1,682.85
8256,3276,1751,2,8683.77
8257,3277,353,3,3490.74
8258,3277,1025,2,2619.41
8259,3278,1726,2,4130.52
8260,3278,1546,2,7788.22
8261,3278,1208,2,1732.25
8262,3279,1139,2,3851.67
8263,3279,1529,1,2288.39
8264,3279,1070,2,8633.36
8265,3280,1537,1,3327.25
8266,3280,1074,2,2149.88
8267,3281,1988,3,5023.2
8268,3282,900,1,1604.26
8269,3282,837,1,870.19
8270,3283,695,2,6517.88
8271,3283,889,3,3265.69
8272,3283,327,3,2927.98
8273,3283,1268,3,9468.4
8274,3284,964,1,5700.67
8275,3284,1072,1,2513.92
8276,3284,1679,2,4464.0
8277,3284,215,3,839.4
8278,3285,1027,3,1332.41
8279,3285,1676,2,8331.02
8280,3285,1038,1,4507.18
8281,3285,539,1,2468.26
8282,3286,1047,3,7151.45
8283,3286,1221,1,2305.72
8284,3286,671,3,5458.71
8285,3286,1076,2,9088.58
8286,3287,1416,1,2807.45
8287,3287,1421,2,342.53
8288,3287,250,3,501.2
8289,3287,733,2,1032.03
8290,3288,1281,2,6605.62
8291,3289,143,2,9612.71
8292,3289,894,1,9355.86
8293,3289,828,3,3788.75
8294,3289,780,2,1116.03
8295,3290,1653,3,8985.91
8296,3290,1160,1,4840.88
8297,3291,995,2,6079.75
8298,3291,1622,2,7432.26
8299,3291,681,2,3413.19
8300,3292,540,2,9942.01
8301,3293,1243,3,7714.57
8302,3293,1036,1,1187.44
8303,3293,134,2,9108.54
8304,3294,117,3,5218.88
8305,3294,1894,3,7900.5
8306,3295,469,1,1007.03
8307,3295,211,3,8774.09
8308,3295,1181,1,6842.95
8309,3296,1787,3,6968.71
8310,3297,1406,1,5877.71
8311,3297,96,2,8656.02
8312,3297,1362,3,5566.89
8313,3298,1569,2,9935.79
8314,3298,539,3,2468.26
8315,3298,428,1,7908.06
8316,3298,1370,3,4587.03
8317,3299,871,2,3673.96
8318,3300,1237,1,9192.22
8319,3301,583,1,6917.51
8320,3301,745,1,6707.23
8321,3301,1052,3,1823.65
8322,3301,873,3,5426.57
8323,3302,1527,2,5114.77
8324,3302,1366,2,7004.34
8325,3302,775,3,4624.15
8326,3302,1873,2,7133.3
8327,3303,1706,2,9221.75
8328,3304,1775,3,4271.13
8329,3304,257,2,230.39
8330,3304,1753,3,9451.99
8331,3305,1257,2,1076.22
8332,3306,1059,2,5897.25
8333,3306,222,1,1699.56
8334,3306,1341,3,7392.13
8335,3307,561,2,606.25
8336,3307,533,3,3511.83
8337,3308,1679,1,4464.0
8338,3308,100,2,4399.38
8339,3308,627,1,567.59
8340,3309,1295,1,7365.21
8341,3309,20,3,5453.79
8342,3309,1550,2,6212.53
8343,3310,397,1,9090.16
8344,3311,1933,3,6408.42
8345,3311,1457,3,1931.59
8346,3311,1064,2,9252.89
8347,3311,489,2,4229.87
8348,3312,1721,2,6943.43
8349,3312,1078,2,2448.66
8350,3313,661,3,6705.45
8351,3314,656,3,7672.63
8352,3314,1046,2,4111.37
8353,3314,1234,1,8213.96
8354,3314,599,1,5352.87
8355,3315,1135,2,1601.84
8356,3315,1239,3,1719.48
8357,3315,509,3,210.81
8358,3316,147,1,7986.41
8359,3316,973,1,5580.13
8360,3316,907,3,586.65
8361,3317,59,1,344.92
8362,3317,1771,3,6075.95
8363,3317,390,1,9475.27
8364,3317,1568,1,6576.5
8365,3318,136,1,370.35
8366,3318,1038,1,4507.18
8367,3318,1866,2,4979.59
8368,3319,884,3,3688.19
8369,3320,1594,2,4169.63
8370,3321,1903,3,7830.84
8371,3321,1490,1,1578.52
8372,3322,1269,2,6244.43
8373,3322,1839,2,4941.66
8374,3322,560,3,2764.49
8375,3322,818,2,8409.18
8376,3323,1585,2,7307.65
8377,3324,1634,2,5082.37
8378,3324,1844,1,7839.04
8379,3324,1,2,408.17
8380,3324,68,3,6461.08
8381,3325,1092,1,1088.43
8382,3326,1961,1,7539.46
8383,3327,1083,3,8157.83
8384,3328,857,1,126.36
8385,3328,1412,2,8244.56
8386,3329,128,1,7633.76
8387,3329,250,3,501.2
8388,3330,1621,2,7573.6
8389,3331,1809,1,8057.93
8390,3331,1536,3,6641.43
8391,3331,1243,1,7714.57
8392,3331,1193,1,5395.6
8393,3332,335,1,6516.22
8394,3332,307,2,9224.06
8395,3332,1507,3,2289.02
8396,3333,458,3,1231.47
8397,3333,575,2,8860.7
8398,3333,822,2,347.72
8399,3333,694,1,8407.88
8400,3334,1586,1,9304.0
8401,3334,1441,2,6318.48
8402,3334,1213,3,9264.19
8403,3335,1648,1,8670.3
8404,3335,1320,2,7849.37
8405,3335,1736,3,8629.62
8406,3336,258,1,5307.49
8407,3336,342,1,1318.73
8408,3337,1280,3,1427.87
8409,3337,1715,2,6234.77
8410,3338,54,2,6057.23
8411,3338,1681,2,9380.58
8412,3339,1950,3,8300.29
8413,3339,1787,1,6968.71
8414,3339,704,3,3778.56
8415,3340,312,2,4131.98
8416,3340,861,1,4194.84
